<S> <S>+BSTag
"Kafasını	kafa <n> <p3s> <acc> <3s>
"Kafasını	kafa <n> <p3s> <acc> <3p>
onları	onlar <prn> <pers> <acc> <3s>
onları	onlar <prn> <pers> <acc> <3p>
onları	on <n> <pl> <p3s>
onları	on <n> <pl> <p3s> <3s>
onları	on <n> <pl> <p3s> <3p>
onları	on <n> <pl> <acc>
onları	on <n> <pl> <acc> <3s>
onları	on <n> <pl> <acc> <3p>
onları	on <n> <p3p>
onları	on <n> <p3p> <3s>
onları	on <n> <p3p> <3p>
onları	on <num> <Dmn_0> <n> <pl> <p3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
onları	on <num> <Dmn_0> <n> <pl> <acc>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
onları	on <num> <Dmn_0> <n> <p3p>
onları	on <num> <Dmn_0> <n> <p3p> <3s>
onları	on <num> <Dmn_0> <n> <p3p> <3p>
onları	o <prn> <pers> <pl> <p3s>
onları	o <prn> <pers> <pl> <p3s> <3s>
onları	o <prn> <pers> <pl> <p3s> <3p>
onları	o <prn> <pers> <pl> <acc>
onları	o <prn> <pers> <pl> <acc> <3s>
onları	o <prn> <pers> <pl> <acc> <3p>
onları	o <prn> <pers> <p3p>
onları	o <prn> <pers> <p3p> <3s>
onları	o <prn> <pers> <p3p> <3p>
hatırlayabildiği	hatırla <v> <abil> <vn_dik> <p3s> <3s>
hatırlayabildiği	hatırla <v> <abil> <vn_dik> <p3s> <3p>
hatırlayabildiği	hatırla <v> <abil> <vn_dik> <acc>
hatırlayabildiği	hatırla <v> <abil> <vn_dik> <acc> <3s>
hatırlayabildiği	hatırla <v> <abil> <vn_dik> <acc> <3p>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <p3s>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <p3s> <3s>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <p3s> <3p>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <acc>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <acc> <3s>
hatırlayabildiği	hatırla <v> <abil> <part_dik> <acc> <3p>
hatırlayabildiği	hatırla <v> <abil> <cv_dik> <p3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <p3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <p3s> <3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <p3s> <3p>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <acc>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <acc> <3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <vn_dik> <acc> <3p>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <p3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <p3s> <3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <p3s> <3p>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <acc>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <acc> <3s>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <part_dik> <acc> <3p>
hatırlayabildiği	hatır <n> <D_lA> <v> <abil> <cv_dik> <p3s>
kadar	<unk>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde,	şekil <n> <loc> <3s>
şekilde,	şekil <n> <loc> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(kendisinin)	kendi <n> <p3s> <gen> <3s>
(kendisinin)	kendi <n> <p3s> <gen> <3p>
(kendisinin)	kendi <prn> <p3s> <gen>
(kendisinin)	kendi <prn> <p3s> <gen> <3s>
(kendisinin)	kendi <prn> <p3s> <gen> <3p>
sizin	siz <prn> <pers> <p2s> <3s>
sizin	siz <prn> <pers> <p2s> <3p>
sizin	siz <prn> <pers> <gen>
sizin	siz <prn> <pers> <gen> <3s>
sizin	siz <prn> <pers> <gen> <3p>
henüz	henüz <adv> <Dan_0> <n>
henüz	henüz <adv> <Dan_0> <n> <3s>
henüz	henüz <adv> <Dan_0> <n> <3p>
henüz	henüz <n>
henüz	henüz <n> <3s>
henüz	henüz <n> <3p>
hakkında	hak <n> <p2s> <loc> <3s>
hakkında	hak <n> <p2s> <loc> <3p>
hakkında	hak <n> <p3s> <loc>
hakkında	hak <n> <p3s> <loc> <3s>
hakkında	hak <n> <p3s> <loc> <3p>
okuduğunuz	oku <v> <vn_dik> <p2p>
okuduğunuz	oku <v> <vn_dik> <p2p> <3s>
okuduğunuz	oku <v> <vn_dik> <p2p> <3p>
okuduğunuz	oku <v> <vn_dik> <gen> <1p>
okuduğunuz	oku <v> <part_dik> <p2s> <1p>
okuduğunuz	oku <v> <part_dik> <p2p>
okuduğunuz	oku <v> <part_dik> <p2p> <3s>
okuduğunuz	oku <v> <part_dik> <p2p> <3p>
okuduğunuz	oku <v> <part_dik> <gen> <1p>
bütün	bütün <adj> <Djn_0> <n>
bütün	bütün <adj> <Djn_0> <n> <3s>
bütün	bütün <adj> <Djn_0> <n> <3p>
bütün	bütün <det>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
Maceralarını	macera <n> <pl> <p2s> <acc> <3s>
Maceralarını	macera <n> <pl> <p2s> <acc> <3p>
Maceralarını	macera <n> <pl> <p3s> <acc>
Maceralarını	macera <n> <pl> <p3s> <acc> <3s>
Maceralarını	macera <n> <pl> <p3s> <acc> <3p>
Maceralarını	macera <n> <p3p> <acc>
Maceralarını	macera <n> <p3p> <acc> <3s>
Maceralarını	macera <n> <p3p> <acc> <3p>
anlattı;	anlat <v> <t_past> <3p>
anlattı;	anla <v> <caus> <t_past> <3s>
anlattı;	anla <v> <caus> <t_past> <3p>
ve	ve <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
bitirdiğinde,	bit <v> <caus> <vn_dik> <p2s> <loc> <3s>
bitirdiğinde,	bit <v> <caus> <vn_dik> <p2s> <loc> <3p>
bitirdiğinde,	bit <v> <caus> <vn_dik> <p3s> <loc>
bitirdiğinde,	bit <v> <caus> <vn_dik> <p3s> <loc> <3s>
bitirdiğinde,	bit <v> <caus> <vn_dik> <p3s> <loc> <3p>
bitirdiğinde,	bit <v> <caus> <part_dik> <p2s> <loc>
bitirdiğinde,	bit <v> <caus> <part_dik> <p2s> <loc> <3s>
bitirdiğinde,	bit <v> <caus> <part_dik> <p2s> <loc> <3p>
bitirdiğinde,	bit <v> <caus> <part_dik> <p3s> <loc>
bitirdiğinde,	bit <v> <caus> <part_dik> <p3s> <loc> <3s>
bitirdiğinde,	bit <v> <caus> <part_dik> <p3s> <loc> <3p>
bitirdiğinde,	bit <v> <caus> <cv_dik> <p3s> <loc>
kız	kız <adj> <Djn_0> <n>
kız	kız <adj> <Djn_0> <n> <3s>
kız	kız <adj> <Djn_0> <n> <3p>
kız	kız <n>
kız	kız <n> <3s>
kız	kız <n> <3p>
kız	kız <v> <t_imp> <2s>
kız	kız <v> <t_imp> <3p>
kardeşi	kardeş <n> <p3s> <3s>
kardeşi	kardeş <n> <p3s> <3p>
kardeşi	kardeş <n> <acc>
kardeşi	kardeş <n> <acc> <3s>
kardeşi	kardeş <n> <acc> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
öptü,	öp <v> <t_past> <3p>
ve	ve <cnjadv>
dedi	de <v> <t_past> <3p>
ki,	ki <cnjadv>
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
"O	o <ij>
"O	o <det>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
rüyaydı,	rüya <n> <cpl_di> <3p>
rüyaydı,	rüya <n> <3p> <cpl_di>
canım,	can <n> <p1s>
canım,	can <n> <p1s> <3s>
canım,	can <n> <p1s> <3p>
kesinlikle:	kesin <adj> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
kesinlikle:	kesin <adj> <D_lIK> <n> <ins>
kesinlikle:	kesin <adj> <D_lIK> <n> <ins> <3s>
kesinlikle:	kesin <adj> <D_lIK> <n> <ins> <3p>
kesinlikle:	kesin <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
kesinlikle:	kesin <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
kesinlikle:	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins>
kesinlikle:	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3s>
kesinlikle:	kesin <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
şimdi	şimdi <adv> <Dan_0> <n>
şimdi	şimdi <adv> <Dan_0> <n> <3s>
şimdi	şimdi <adv> <Dan_0> <n> <3p>
çayın	çay <n> <p2s> <3s>
çayın	çay <n> <p2s> <3p>
çayın	çay <n> <gen>
çayın	çay <n> <gen> <3s>
çayın	çay <n> <gen> <3p>
(çay	çay <n> <3s>
(çay	çay <n> <3p>
saatin)	saat <n> <p2s> <3s>
saatin)	saat <n> <p2s> <3p>
saatin)	saat <n> <gen>
saatin)	saat <n> <gen> <3s>
saatin)	saat <n> <gen> <3p>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
içeri	içeri <adv> <Dan_0> <n>
içeri	içeri <adv> <Dan_0> <n> <3s>
içeri	içeri <adv> <Dan_0> <n> <3p>
içeri	içeri <n>
içeri	içeri <n> <3s>
içeri	içeri <n> <3p>
içeri	içeri <n> <p3s>
içeri	içeri <n> <p3s> <3s>
içeri	içeri <n> <p3s> <3p>
içeri	içeri <n> <acc>
içeri	içeri <n> <acc> <3s>
içeri	içeri <n> <acc> <3p>
koş;	koş <v> <t_imp> <3p>
geç	geç <adj> <Djn_0> <n>
geç	geç <adj> <Djn_0> <n> <3s>
geç	geç <adj> <Djn_0> <n> <3p>
geç	geç <adv>
geç	geç <adv> <Dan_0> <n>
geç	geç <adv> <Dan_0> <n> <3s>
geç	geç <adv> <Dan_0> <n> <3p>
geç	geç <v> <t_imp> <2s>
geç	geç <v> <t_imp> <3p>
oluyor.""	ol <v> <t_cont> <3p>
oluyor.""	ol <v> <cv_iyor>
"Böylece	böylece <adv> <Dan_0> <n>
"Böylece	böylece <adv> <Dan_0> <n> <3s>
"Böylece	böylece <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adj> <D_CA> <adj>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3s>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
kalktı	kalk <v> <t_past> <3p>
ve	ve <cnjadv>
koşarak	<unk>
uzaklaştı,	uzak <adj> <D_lAs> <v> <t_past> <3p>
uzaklaştı,	uzak <adj> <Djn_0> <n> <D_lAs> <v> <t_past> <3s>
uzaklaştı,	uzak <adj> <Djn_0> <n> <D_lAs> <v> <t_past> <3p>
koşarken,	koş <v> <t_aor> <3p> <cpl_ken>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
(haliyle)	hal <n> <p3s> <ins> <3s>
(haliyle)	hal <n> <p3s> <ins> <3p>
yapabileceği	yap <v> <abil> <vn_acak> <p3s> <3s>
yapabileceği	yap <v> <abil> <vn_acak> <p3s> <3p>
yapabileceği	yap <v> <abil> <vn_acak> <acc>
yapabileceği	yap <v> <abil> <vn_acak> <acc> <3s>
yapabileceği	yap <v> <abil> <vn_acak> <acc> <3p>
yapabileceği	yap <v> <abil> <part_acak> <p3s>
yapabileceği	yap <v> <abil> <part_acak> <p3s> <3s>
yapabileceği	yap <v> <abil> <part_acak> <p3s> <3p>
yapabileceği	yap <v> <abil> <part_acak> <acc>
yapabileceği	yap <v> <abil> <part_acak> <acc> <3s>
yapabileceği	yap <v> <abil> <part_acak> <acc> <3p>
yapabileceği	yap <v> <abil> <cv_acak> <p3s>
(hakkı	hak <n> <p3s> <3s>
(hakkı	hak <n> <p3s> <3p>
(hakkı	hak <n> <acc>
(hakkı	hak <n> <acc> <3s>
(hakkı	hak <n> <acc> <3p>
olduğu)	ol <v> <vn_dik> <p3s> <3s>
olduğu)	ol <v> <vn_dik> <p3s> <3p>
olduğu)	ol <v> <vn_dik> <acc>
olduğu)	ol <v> <vn_dik> <acc> <3s>
olduğu)	ol <v> <vn_dik> <acc> <3p>
olduğu)	ol <v> <part_dik> <p3s>
olduğu)	ol <v> <part_dik> <p3s> <3s>
olduğu)	ol <v> <part_dik> <p3s> <3p>
olduğu)	ol <v> <part_dik> <acc>
olduğu)	ol <v> <part_dik> <acc> <3s>
olduğu)	ol <v> <part_dik> <acc> <3p>
olduğu)	ol <v> <cv_dik> <p3s>
gibi,	gibi <cnjsub>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
kadar	<unk>
harika	harika <adj> <Djn_0> <n>
harika	harika <adj> <Djn_0> <n> <3s>
harika	harika <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
rüya	rüya <n> <3s>
rüya	rüya <n> <3p>
olmuş	ol <v> <t_narr> <3p>
olmuş	ol <v> <cv_mis>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
düşünerek."	<unk>
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
kız	kız <adj> <Djn_0> <n>
kız	kız <adj> <Djn_0> <n> <3s>
kız	kız <adj> <Djn_0> <n> <3p>
kız	kız <n>
kız	kız <n> <3s>
kız	kız <n> <3p>
kız	kız <v> <t_imp> <2s>
kız	kız <v> <t_imp> <3p>
kardeşi	kardeş <n> <p3s> <3s>
kardeşi	kardeş <n> <p3s> <3p>
kardeşi	kardeş <n> <acc>
kardeşi	kardeş <n> <acc> <3s>
kardeşi	kardeş <n> <acc> <3p>
tam	tam <adj> <Djn_0> <n>
tam	tam <adj> <Djn_0> <n> <3s>
tam	tam <adj> <Djn_0> <n> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
bıraktığı	bırak <v> <part_dik> <p3s> <3s>
bıraktığı	bırak <v> <part_dik> <p3s> <3p>
bıraktığı	bırak <v> <part_dik> <acc>
bıraktığı	bırak <v> <part_dik> <acc> <3s>
bıraktığı	bırak <v> <part_dik> <acc> <3p>
bıraktığı	bırak <v> <cv_dik> <p3s>
gibi	gibi <cnjsub>
hareketsiz	hareket <n> <Dnn_siz> <adj> <Djn_0> <n>
hareketsiz	hareket <n> <Dnn_siz> <adj> <Djn_0> <n> <3s>
hareketsiz	hareket <n> <Dnn_siz> <adj> <Djn_0> <n> <3p>
hareketsiz	hareket <n> <Dnn_siz> <adv>
hareketsiz	hareket <n> <Dnn_siz> <adv> <Dan_0> <n>
hareketsiz	hareket <n> <Dnn_siz> <adv> <Dan_0> <n> <3s>
hareketsiz	hareket <n> <Dnn_siz> <adv> <Dan_0> <n> <3p>
oturdu,	otur <v> <t_past> <3p>
başını	baş <n> <p2s> <acc> <3s>
başını	baş <n> <p2s> <acc> <3p>
başını	baş <n> <p3s> <acc>
başını	baş <n> <p3s> <acc> <3s>
başını	baş <n> <p3s> <acc> <3p>
eline	el <n> <p2s> <dat> <3s>
eline	el <n> <p2s> <dat> <3p>
eline	el <n> <p3s> <dat>
eline	el <n> <p3s> <dat> <3s>
eline	el <n> <p3s> <dat> <3p>
yaslayarak,	yas <n> <D_lA> <v> <cv_erek>
batan	bat <v> <part_yan> <3s>
batan	bat <v> <part_yan> <3p>
güneşi	güneş <n> <p3s> <3s>
güneşi	güneş <n> <p3s> <3p>
güneşi	güneş <n> <acc>
güneşi	güneş <n> <acc> <3s>
güneşi	güneş <n> <acc> <3p>
izleyerek,	iz <n> <D_lA> <v> <cv_erek>
ve	ve <cnjadv>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
Alice'i	<unk>
ve	ve <cnjadv>
bütün	bütün <adj> <Djn_0> <n>
bütün	bütün <adj> <Djn_0> <n> <3s>
bütün	bütün <adj> <Djn_0> <n> <3p>
bütün	bütün <det>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
harika	harika <adj> <Djn_0> <n>
harika	harika <adj> <Djn_0> <n> <3s>
harika	harika <adj> <Djn_0> <n> <3p>
Maceralarını	macera <n> <pl> <p2s> <acc> <3s>
Maceralarını	macera <n> <pl> <p2s> <acc> <3p>
Maceralarını	macera <n> <pl> <p3s> <acc>
Maceralarını	macera <n> <pl> <p3s> <acc> <3s>
Maceralarını	macera <n> <pl> <p3s> <acc> <3p>
Maceralarını	macera <n> <p3p> <acc>
Maceralarını	macera <n> <p3p> <acc> <3s>
Maceralarını	macera <n> <p3p> <acc> <3p>
düşünerek,	<unk>
ta	<unk>
ki	ki <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
da	<unk>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
modadan	moda <n> <abl> <3s>
modadan	moda <n> <abl> <3p>
(kendi	kendi <n> <3s>
(kendi	kendi <n> <3p>
(kendi	kendi <prn>
(kendi	kendi <prn> <3s>
(kendi	kendi <prn> <3p>
çapında)	çap <n> <p2s> <loc> <3s>
çapında)	çap <n> <p2s> <loc> <3p>
çapında)	çap <n> <p3s> <loc>
çapında)	çap <n> <p3s> <loc> <3s>
çapında)	çap <n> <p3s> <loc> <3p>
sonra	sonra <adv> <Dan_0> <n>
sonra	sonra <adv> <Dan_0> <n> <3s>
sonra	sonra <adv> <Dan_0> <n> <3p>
sonra	sonra <n>
sonra	sonra <n> <3s>
sonra	sonra <n> <3p>
sonra	sonra <postp>
