<S> <S>+BSTag
"Söyleyecek	söyle <v> <t_fut> <3p>
"Söyleyecek	söyle <v> <vn_acak>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yılan	yılan <n> <3s>
yılan	yılan <n> <3p>
yılan	yıl <v> <part_yan>
yılan	yıl <v> <part_yan> <3s>
yılan	yıl <v> <part_yan> <3p>
balığını	balık <adj> <Djn_0> <n> <p2s> <acc> <3s>
balığını	balık <adj> <Djn_0> <n> <p2s> <acc> <3p>
balığını	balık <adj> <Djn_0> <n> <p3s> <acc>
balığını	balık <adj> <Djn_0> <n> <p3s> <acc> <3s>
balığını	balık <adj> <Djn_0> <n> <p3s> <acc> <3p>
balığını	balık <n> <p2s> <acc>
balığını	balık <n> <p2s> <acc> <3s>
balığını	balık <n> <p2s> <acc> <3p>
balığını	balık <n> <p3s> <acc>
balığını	balık <n> <p3s> <acc> <3s>
balığını	balık <n> <p3s> <acc> <3p>
dengeledin	denge <n> <D_lA> <v> <t_past> <2s>
Seni	sen <prn> <pers> <p3s> <3s>
Seni	sen <prn> <pers> <p3s> <3p>
Seni	sen <prn> <pers> <acc>
Seni	sen <prn> <pers> <acc> <3s>
Seni	sen <prn> <pers> <acc> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadar	<unk>
korkunç	korkunç <n> <3s>
korkunç	korkunç <n> <3p>
derecede	derece <n> <loc> <3s>
derecede	derece <n> <loc> <3p>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adj> <Djn_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3s>
derecede	dere <n> <D_CA> <adv> <Dan_0> <n> <loc> <3p>
derecede	dere <n> <D_CA> <n> <loc>
derecede	dere <n> <D_CA> <n> <loc> <3s>
derecede	dere <n> <D_CA> <n> <loc> <3p>
zeki	zeki <adj> <Djn_0> <n>
zeki	zeki <adj> <Djn_0> <n> <3s>
zeki	zeki <adj> <Djn_0> <n> <3p>
yapan	yap <v> <part_yan> <3s>
yapan	yap <v> <part_yan> <3p>
nedir?"	ne <prn> <qst> <3p> <dir>
nedir?"	ne <prn> <qst> <dir> <3p>
""Üç	üç <n> <3s>
""Üç	üç <n> <3p>
""Üç	üç <num>
""Üç	üç <num> <Dmn_0> <n>
""Üç	üç <num> <Dmn_0> <n> <3s>
""Üç	üç <num> <Dmn_0> <n> <3p>
soruyu	soru <n> <acc> <3s>
soruyu	soru <n> <acc> <3p>
cevapladım,	cevap <n> <D_lA> <v> <t_past> <1s>
ve	ve <cnjadv>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadarı	<unk>
yeter,""	yeter <adj> <Djn_0> <n>
yeter,""	yeter <adj> <Djn_0> <n> <3s>
yeter,""	yeter <adj> <Djn_0> <n> <3p>
yeter,""	yeter <cnjadv>
Dedi	de <v> <t_past> <3p>
babası;	baba <n> <p3s> <3s>
babası;	baba <n> <p3s> <3p>
"kendine	kendi <n> <p2s> <dat> <3s>
"kendine	kendi <n> <p2s> <dat> <3p>
"kendine	kendi <prn> <p2s> <dat>
"kendine	kendi <prn> <p2s> <dat> <3s>
"kendine	kendi <prn> <p2s> <dat> <3p>
havalar	hava <n> <D_lA> <v> <t_aor> <3p>
havalar	hava <n> <3p>
havalar	hava <n> <pl>
havalar	hava <n> <pl> <3s>
havalar	hava <n> <pl> <3p>
havalar	hav <n> <dat> <3p>
verme!	ver <v> <D_mA> <n> <3s>
verme!	ver <v> <D_mA> <n> <3p>
verme!	ver <v> <neg> <t_imp> <2s>
verme!	ver <v> <neg> <t_imp> <3p>
verme!	ver <v> <vn_ma>
verme!	ver <v> <vn_ma> <3s>
verme!	ver <v> <vn_ma> <3p>
verme!	ver <v> <cv_ma>
</S> </S>+ESTag
<S> <S>+BSTag
Bütün	bütün <adj> <Djn_0> <n>
Bütün	bütün <adj> <Djn_0> <n> <3s>
Bütün	bütün <adj> <Djn_0> <n> <3p>
Bütün	bütün <det>
gün	gün <n> <3s>
gün	gün <n> <3p>
böyle	böyle <adj> <Djn_0> <n>
böyle	böyle <adj> <Djn_0> <n> <3s>
böyle	böyle <adj> <Djn_0> <n> <3p>
böyle	böyle <adv>
böyle	böyle <adv> <Dan_0> <n>
böyle	böyle <adv> <Dan_0> <n> <3s>
böyle	böyle <adv> <Dan_0> <n> <3p>
böyle	böyle <ij>
saçmalıkları	saçmalık <n> <pl> <p3s> <3s>
saçmalıkları	saçmalık <n> <pl> <p3s> <3p>
saçmalıkları	saçmalık <n> <pl> <acc>
saçmalıkları	saçmalık <n> <pl> <acc> <3s>
saçmalıkları	saçmalık <n> <pl> <acc> <3p>
saçmalıkları	saçmalık <n> <p3p>
saçmalıkları	saçmalık <n> <p3p> <3s>
saçmalıkları	saçmalık <n> <p3p> <3p>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <p3s>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <p3s> <3s>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <p3s> <3p>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <acc>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <acc> <3s>
saçmalıkları	saçma <adj> <D_lIK> <n> <pl> <acc> <3p>
saçmalıkları	saçma <adj> <D_lIK> <n> <p3p>
saçmalıkları	saçma <adj> <D_lIK> <n> <p3p> <3s>
saçmalıkları	saçma <adj> <D_lIK> <n> <p3p> <3p>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <p3s>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <p3s> <3s>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <p3s> <3p>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <acc>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <acc> <3s>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <pl> <acc> <3p>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <p3p>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <p3p> <3s>
saçmalıkları	saçma <adj> <Djn_0> <n> <D_lIK> <n> <p3p> <3p>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <p3s>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <p3s> <3s>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <p3s> <3p>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <acc>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <acc> <3s>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <pl> <acc> <3p>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <p3p>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <p3p> <3s>
saçmalıkları	saç <v> <D_mA> <n> <D_lIK> <n> <p3p> <3p>
dinleyebileceğimi	dinle <v> <abil> <vn_acak> <p1s> <acc> <3s>
dinleyebileceğimi	dinle <v> <abil> <vn_acak> <p1s> <acc> <3p>
dinleyebileceğimi	dinle <v> <abil> <part_acak> <p1s> <acc>
dinleyebileceğimi	dinle <v> <abil> <part_acak> <p1s> <acc> <3s>
dinleyebileceğimi	dinle <v> <abil> <part_acak> <p1s> <acc> <3p>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <vn_acak> <p1s> <acc>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <vn_acak> <p1s> <acc> <3s>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <vn_acak> <p1s> <acc> <3p>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <part_acak> <p1s> <acc>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <part_acak> <p1s> <acc> <3s>
dinleyebileceğimi	din <n> <D_lA> <v> <abil> <part_acak> <p1s> <acc> <3p>
mi	<unk>
sanıyorsun?	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Defol,	defol <v> <t_imp> <3p>
yoksa	yok <adj> <Djn_0> <n> <cpl_sa> <3p>
yoksa	yok <adj> <Djn_0> <n> <3p> <cpl_sa>
yoksa	yok <adv> <Dan_0> <n> <cpl_sa> <3s>
yoksa	yok <adv> <Dan_0> <n> <cpl_sa> <3p>
yoksa	yok <adv> <Dan_0> <n> <3p> <cpl_sa>
yoksa	yok <nexist> <cpl_sa> <3s>
yoksa	yok <nexist> <cpl_sa> <3p>
yoksa	yok <nexist> <3p> <cpl_sa>
seni	sen <prn> <pers> <p3s> <3s>
seni	sen <prn> <pers> <p3s> <3p>
seni	sen <prn> <pers> <acc>
seni	sen <prn> <pers> <acc> <3s>
seni	sen <prn> <pers> <acc> <3p>
merdivenlerden	merdiven <n> <pl> <abl> <3s>
merdivenlerden	merdiven <n> <pl> <abl> <3p>
aşağı	aşağı <adv> <Dan_0> <n>
aşağı	aşağı <adv> <Dan_0> <n> <3s>
aşağı	aşağı <adv> <Dan_0> <n> <3p>
aşağı	aşağı <n>
aşağı	aşağı <n> <3s>
aşağı	aşağı <n> <3p>
aşağı	aşağı <postp>
tekmelerim!""	tekme <n> <D_lA> <v> <t_aor> <1s>
tekmelerim!""	tekme <n> <pl> <1s>
tekmelerim!""	tekme <n> <pl> <p1s>
tekmelerim!""	tekme <n> <pl> <p1s> <3s>
tekmelerim!""	tekme <n> <pl> <p1s> <3p>
""Bu	bu <prn> <dem> <3s>
""Bu	bu <prn> <dem> <3p>
""Bu	bu <det>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
söylenmedi,"	söylen <v> <neg> <t_past> <3p>
söylenmedi,"	söyle <v> <pass> <neg> <t_past> <3s>
söylenmedi,"	söyle <v> <pass> <neg> <t_past> <3p>
dedi	de <v> <t_past> <3p>
Tırtıl."	tırtıl <n> <3s>
Tırtıl."	tırtıl <n> <3p>
""Tamamen	tamamen <adv> <Dan_0> <n>
""Tamamen	tamamen <adv> <Dan_0> <n> <3s>
""Tamamen	tamamen <adv> <Dan_0> <n> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
değil,	değil <not> <3p>
değil,	değ <v> <pass> <t_imp> <2s>
değil,	değ <v> <pass> <t_imp> <3p>
korkarım,"	<unk>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
ürkekçe;	ürkek <adj> <D_CA> <adj> <Djn_0> <n>
ürkekçe;	ürkek <adj> <D_CA> <adj> <Djn_0> <n> <3s>
ürkekçe;	ürkek <adj> <D_CA> <adj> <Djn_0> <n> <3p>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adj>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adv>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <n>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <n> <3s>
ürkekçe;	ürkek <adj> <Djn_0> <n> <D_CA> <n> <3p>
"kelimelerin	kelime <n> <pl> <p2s> <3s>
"kelimelerin	kelime <n> <pl> <p2s> <3p>
"kelimelerin	kelime <n> <pl> <gen>
"kelimelerin	kelime <n> <pl> <gen> <3s>
"kelimelerin	kelime <n> <pl> <gen> <3p>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <p3s> <3p>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3s>
bazıları	bazı <adj> <Djn_0> <n> <pl> <acc> <3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3s>
bazıları	bazı <adj> <Djn_0> <n> <p3p> <3p>
değişmiş.""	değiş <v> <t_narr> <3p>
değişmiş.""	değiş <v> <cv_mis>
değişmiş.""	değ <v> <D_yIS> <n> <cpl_mis> <3s>
değişmiş.""	değ <v> <D_yIS> <n> <cpl_mis> <3p>
değişmiş.""	değ <v> <D_yIS> <n> <3p> <cpl_mis>
değişmiş.""	değ <v> <vn_yis> <cpl_mis> <3s>
değişmiş.""	değ <v> <vn_yis> <cpl_mis> <3p>
değişmiş.""	değ <v> <vn_yis> <3p> <cpl_mis>
""Baştan	baştan <adv> <Dan_0> <n>
""Baştan	baştan <adv> <Dan_0> <n> <3s>
""Baştan	baştan <adv> <Dan_0> <n> <3p>
""Baştan	baş <n> <abl>
""Baştan	baş <n> <abl> <3s>
""Baştan	baş <n> <abl> <3p>
sona	son <adj> <Djn_0> <n> <dat> <3s>
sona	son <adj> <Djn_0> <n> <dat> <3p>
sona	son <n> <dat>
sona	son <n> <dat> <3s>
sona	son <n> <dat> <3p>
yanlış,"	yanlış <adj> <Djn_0> <n>
yanlış,"	yanlış <adj> <Djn_0> <n> <3s>
yanlış,"	yanlış <adj> <Djn_0> <n> <3p>
yanlış,"	yanlış <n>
yanlış,"	yanlış <n> <3s>
yanlış,"	yanlış <n> <3p>
dedi	de <v> <t_past> <3p>
Tırtıl	tırtıl <n> <3s>
Tırtıl	tırtıl <n> <3p>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <adj> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n> <3s>
kararlı	karar <adj> <Djn_0> <n> <D_lI> <n> <3p>
kararlı	karar <n> <D_lI> <adj>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n> <3s>
kararlı	karar <n> <D_lI> <adj> <Djn_0> <n> <3p>
kararlı	karar <n> <D_lI> <n>
kararlı	karar <n> <D_lI> <n> <3s>
kararlı	karar <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde,	şekil <n> <loc> <3s>
şekilde,	şekil <n> <loc> <3p>
ve	ve <cnjadv>
birkaç	birkaç <adj> <Djn_0> <n>
birkaç	birkaç <adj> <Djn_0> <n> <3s>
birkaç	birkaç <adj> <Djn_0> <n> <3p>
birkaç	birkaç <det>
dakika	dakika <n> <3s>
dakika	dakika <n> <3p>
sessizlik	sessiz <adj> <D_lIK> <n> <3s>
sessizlik	sessiz <adj> <D_lIK> <n> <3p>
sessizlik	sessiz <adj> <Djn_0> <n> <D_lIK> <n>
sessizlik	sessiz <adj> <Djn_0> <n> <D_lIK> <n> <3s>
sessizlik	sessiz <adj> <Djn_0> <n> <D_lIK> <n> <3p>
sessizlik	ses <n> <Dnn_siz> <adj> <D_lIK> <n>
sessizlik	ses <n> <Dnn_siz> <adj> <D_lIK> <n> <3s>
sessizlik	ses <n> <Dnn_siz> <adj> <D_lIK> <n> <3p>
sessizlik	ses <n> <Dnn_siz> <adv> <D_lIK> <n>
sessizlik	ses <n> <Dnn_siz> <adv> <D_lIK> <n> <3s>
sessizlik	ses <n> <Dnn_siz> <adv> <D_lIK> <n> <3p>
oldu."	ol <v> <t_past> <3p>
Konuşan	konuş <v> <part_yan> <3s>
Konuşan	konuş <v> <part_yan> <3p>
ilk	ilk <adj> <Djn_0> <n>
ilk	ilk <adj> <Djn_0> <n> <3s>
ilk	ilk <adj> <Djn_0> <n> <3p>
ilk	ilk <adv>
ilk	ilk <adv> <Dan_0> <n>
ilk	ilk <adv> <Dan_0> <n> <3s>
ilk	ilk <adv> <Dan_0> <n> <3p>
kişi	kişi <n> <3s>
kişi	kişi <n> <3p>
Tırtıl	tırtıl <n> <3s>
Tırtıl	tırtıl <n> <3p>
oldu.	ol <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Hangi	hangi <n> <3s>
"Hangi	hangi <n> <3p>
"Hangi	hangi <prn> <qst>
"Hangi	hangi <prn> <qst> <3s>
"Hangi	hangi <prn> <qst> <3p>
boyutta	boyut <n> <loc> <3s>
boyutta	boyut <n> <loc> <3p>
olmak	ol <v> <vn_mak> <3s>
olmak	ol <v> <vn_mak> <3p>
olmak	ol <v> <vinf>
olmak	ol <v> <cv_mak>
istiyorsun?"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
sordu.	sor <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
""Oh,	<unk>
boyuta	boyut <n> <dat> <3s>
boyuta	boyut <n> <dat> <3p>
gelince	gelin <n> <D_CA> <adj> <Djn_0> <n>
gelince	gelin <n> <D_CA> <adj> <Djn_0> <n> <3s>
gelince	gelin <n> <D_CA> <adj> <Djn_0> <n> <3p>
gelince	gelin <n> <D_CA> <adv>
gelince	gelin <n> <D_CA> <adv> <Dan_0> <n>
gelince	gelin <n> <D_CA> <adv> <Dan_0> <n> <3s>
gelince	gelin <n> <D_CA> <adv> <Dan_0> <n> <3p>
gelince	gelin <n> <D_CA> <n>
gelince	gelin <n> <D_CA> <n> <3s>
gelince	gelin <n> <D_CA> <n> <3p>
gelince	gelin <n> <ca>
gelince	gel <v> <cv_ince>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
titiz	titiz <n> <3s>
titiz	titiz <n> <3p>
değilim,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle	acele <adv> <Dan_0> <n> <ins>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3p>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
verdi	verdi <n> <3s>
verdi	verdi <n> <3p>
verdi	ver <v> <t_past> <3s>
verdi	ver <v> <t_past> <3p>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice;	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice;	ali <n> <D_CA> <adv>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice;	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice;	ali <n> <D_CA> <n>
Alice;	ali <n> <D_CA> <n> <3s>
Alice;	ali <n> <D_CA> <n> <3p>
"sadece	sadece <adv> <Dan_0> <n>
"sadece	sadece <adv> <Dan_0> <n> <3s>
"sadece	sadece <adv> <Dan_0> <n> <3p>
"sadece	sadece <n>
"sadece	sadece <n> <3s>
"sadece	sadece <n> <3p>
"sadece	sade <n> <D_CA> <adj>
"sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
"sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
"sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
"sadece	sade <n> <D_CA> <adv>
"sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
"sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
"sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
"sadece	sade <n> <D_CA> <n>
"sadece	sade <n> <D_CA> <n> <3s>
"sadece	sade <n> <D_CA> <n> <3p>
insan	insan <n> <3s>
insan	insan <n> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
sık	sık <adv> <Dan_0> <n>
sık	sık <adv> <Dan_0> <n> <3s>
sık	sık <adv> <Dan_0> <n> <3p>
sık	sık <n>
sık	sık <n> <3s>
sık	sık <n> <3p>
sık	sık <v> <t_imp> <2s>
sık	sık <v> <t_imp> <3p>
değişmeyi	değiş <v> <D_mA> <n> <acc> <3s>
değişmeyi	değiş <v> <D_mA> <n> <acc> <3p>
değişmeyi	değiş <v> <vn_ma> <acc>
değişmeyi	değiş <v> <vn_ma> <acc> <3s>
değişmeyi	değiş <v> <vn_ma> <acc> <3p>
değişmeyi	değiş <v> <vn_mak> <acc>
değişmeyi	değiş <v> <vn_mak> <acc> <3s>
değişmeyi	değiş <v> <vn_mak> <acc> <3p>
değişmeyi	değiş <v> <vinf> <p3s>
değişmeyi	değiş <v> <vinf> <acc>
sevmiyor,	sev <v> <neg> <t_cont> <3p>
sevmiyor,	sev <v> <neg> <cv_iyor>
biliyorsun.""	bil <v> <t_cont> <2s>
""Ben	ben <prn> <pers> <3s>
""Ben	ben <prn> <pers> <3p>
bilmiyorum,"	<unk>
dedi	de <v> <t_past> <3p>
Tırtıl."	tırtıl <n> <3s>
Tırtıl."	tırtıl <n> <3p>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Alice	ali <n> <D_CA> <adv>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Alice	ali <n> <D_CA> <n>
"Alice	ali <n> <D_CA> <n> <3s>
"Alice	ali <n> <D_CA> <n> <3p>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
söylemedi:	söyle <v> <neg> <t_past> <3p>
hayatında	hayat <n> <p2s> <loc> <3s>
hayatında	hayat <n> <p2s> <loc> <3p>
hayatında	hayat <n> <p3s> <loc>
hayatında	hayat <n> <p3s> <loc> <3s>
hayatında	hayat <n> <p3s> <loc> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadar	<unk>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
çelişilmemişti,	çeliş <v> <pass> <neg> <t_narr> <cpl_di> <3p>
çelişilmemişti,	çeliş <v> <pass> <neg> <t_narr> <3p> <cpl_di>
ve	ve <cnjadv>
öfkesini	öfke <n> <p3s> <acc> <3s>
öfkesini	öfke <n> <p3s> <acc> <3p>
kaybetmekte	kaybet <v> <t_makta> <3p>
kaybetmekte	kaybet <v> <vn_mak> <loc>
kaybetmekte	kaybet <v> <vn_mak> <loc> <3s>
kaybetmekte	kaybet <v> <vn_mak> <loc> <3p>
kaybetmekte	kaybet <v> <vinf> <loc>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
hissetti."	hisset <v> <t_past> <3p>
"Şimdi	şimdi <adv> <Dan_0> <n>
"Şimdi	şimdi <adv> <Dan_0> <n> <3s>
"Şimdi	şimdi <adv> <Dan_0> <n> <3p>
memnun	memnun <n> <3s>
memnun	memnun <n> <3p>
musun?"	<unk>
dedi	de <v> <t_past> <3p>
Tırtıl.	tırtıl <n> <3s>
Tırtıl.	tırtıl <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
""Pekâlâ,	<unk>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
