<S> <S>+BSTag
"Ah!	ah <n> <3s>
"Ah!	ah <n> <3p>
"eğer	eğ <v> <t_aor> <3p>
çirkinleştirmenin	çirkin <adj> <D_lAs> <v> <caus> <vn_ma> <p2s> <gen> <3s>
çirkinleştirmenin	çirkin <adj> <D_lAs> <v> <caus> <vn_ma> <p2s> <gen> <3p>
çirkinleştirmenin	çirkin <adj> <D_lAs> <v> <caus> <vn_ma> <gen>
çirkinleştirmenin	çirkin <adj> <D_lAs> <v> <caus> <vn_ma> <gen> <3s>
çirkinleştirmenin	çirkin <adj> <D_lAs> <v> <caus> <vn_ma> <gen> <3p>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <p2s> <gen>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <p2s> <gen> <3s>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <p2s> <gen> <3p>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <gen>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <gen> <3s>
çirkinleştirmenin	çirkin <adj> <Djn_0> <n> <D_lAs> <v> <caus> <vn_ma> <gen> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
bilmiyorsan,	<unk>
sen	sen <prn> <pers> <3s>
sen	sen <prn> <pers> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
aptalsın."	<unk>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
soru	soru <n> <3s>
soru	soru <n> <3p>
sormaya	sor <v> <D_mA> <n> <dat> <3s>
sormaya	sor <v> <D_mA> <n> <dat> <3p>
sormaya	sor <v> <neg> <t_opt> <3s>
sormaya	sor <v> <neg> <t_opt> <3p>
sormaya	sor <v> <vn_ma> <dat>
sormaya	sor <v> <vn_ma> <dat> <3s>
sormaya	sor <v> <vn_ma> <dat> <3p>
sormaya	sor <v> <vn_mak> <dat>
sormaya	sor <v> <vn_mak> <dat> <3s>
sormaya	sor <v> <vn_mak> <dat> <3p>
sormaya	sor <v> <vinf> <dat>
cesaret	cesaret <n> <3s>
cesaret	cesaret <n> <3p>
edemedi,	et <v> <abil> <neg> <t_past> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
yüzden	yüzde <n> <p2s> <3s>
yüzden	yüzde <n> <p2s> <3p>
yüzden	yüz <n> <abl>
yüzden	yüz <n> <abl> <3s>
yüzden	yüz <n> <abl> <3p>
yüzden	yüz <v> <cv_dan>
yüzden	yüz <num> <Dmn_0> <n> <abl>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3s>
yüzden	yüz <num> <Dmn_0> <n> <abl> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa'ya	kaplumbağa <n> <dat> <3s>
Kaplumbağa'ya	kaplumbağa <n> <dat> <3p>
döndü	dön <v> <t_past> <3p>
ve	ve <cnjadv>
"Başka	başka <adj> <Djn_0> <n>
"Başka	başka <adj> <Djn_0> <n> <3s>
"Başka	başka <adj> <Djn_0> <n> <3p>
"Başka	başka <postp>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
öğrenmen	öğren <v> <D_mA> <n> <p2s> <3s>
öğrenmen	öğren <v> <D_mA> <n> <p2s> <3p>
öğrenmen	öğren <v> <vn_ma> <p2s>
öğrenmen	öğren <v> <vn_ma> <p2s> <3s>
öğrenmen	öğren <v> <vn_ma> <p2s> <3p>
gerekiyordu?"	gerek <v> <t_cont> <cpl_di> <3p>
gerekiyordu?"	gerek <v> <t_cont> <3p> <cpl_di>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Eh,	<unk>
Gizem	gizem <n> <3s>
Gizem	gizem <n> <3p>
vardı,"	varit <n> <p3s> <3s>
vardı,"	varit <n> <p3s> <3p>
vardı,"	varit <n> <acc>
vardı,"	varit <n> <acc> <3s>
vardı,"	varit <n> <acc> <3p>
vardı,"	var <n> <cpl_di> <3s>
vardı,"	var <n> <cpl_di> <3p>
vardı,"	var <n> <3p> <cpl_di>
vardı,"	var <v> <t_past> <3s>
vardı,"	var <v> <t_past> <3p>
vardı,"	var <exist> <cpl_di> <3s>
vardı,"	var <exist> <cpl_di> <3p>
vardı,"	var <exist> <3p> <cpl_di>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
yanıtladı	yanıtla <v> <t_past> <3p>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa,	kaplumbağa <n> <3s>
Kaplumbağa,	kaplumbağa <n> <3p>
flapperlarındaki	<unk>
konuları	konu <n> <pl> <p3s> <3s>
konuları	konu <n> <pl> <p3s> <3p>
konuları	konu <n> <pl> <acc>
konuları	konu <n> <pl> <acc> <3s>
konuları	konu <n> <pl> <acc> <3p>
konuları	konu <n> <p3p>
konuları	konu <n> <p3p> <3s>
konuları	konu <n> <p3p> <3p>
sayarak,	<unk>
"Gizem,	gizem <n> <3s>
"Gizem,	gizem <n> <3p>
eski	eski <adj> <Djn_0> <n>
eski	eski <adj> <Djn_0> <n> <3s>
eski	eski <adj> <Djn_0> <n> <3p>
eski	eski <v> <t_imp> <2s>
eski	eski <v> <t_imp> <3p>
ve	ve <cnjadv>
modern,	modern <adj> <Djn_0> <n>
modern,	modern <adj> <Djn_0> <n> <3s>
modern,	modern <adj> <Djn_0> <n> <3p>
Seaography	<unk>
ile:	ile <cnjcoo>
ile:	il <n> <dat>
ile:	il <n> <dat> <3s>
ile:	il <n> <dat> <3p>
sonra	sonra <adv> <Dan_0> <n>
sonra	sonra <adv> <Dan_0> <n> <3s>
sonra	sonra <adv> <Dan_0> <n> <3p>
sonra	sonra <n>
sonra	sonra <n> <3s>
sonra	sonra <n> <3p>
sonra	sonra <postp>
sonra	sonra <cnjadv>
Drawling	<unk>
Çizme	çizme <n> <3s>
Çizme	çizme <n> <3p>
Çizme	çiz <v> <D_mA> <n>
Çizme	çiz <v> <D_mA> <n> <3s>
Çizme	çiz <v> <D_mA> <n> <3p>
Çizme	çiz <v> <neg> <t_imp> <2s>
Çizme	çiz <v> <neg> <t_imp> <3p>
Çizme	çiz <v> <vn_ma>
Çizme	çiz <v> <vn_ma> <3s>
Çizme	çiz <v> <vn_ma> <3p>
Çizme	çiz <v> <cv_ma>
ustası,	usta <n> <p3s> <3s>
ustası,	usta <n> <p3s> <3p>
haftada	hafta <n> <loc> <3s>
haftada	hafta <n> <loc> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
gelen	gele <n> <p2s> <3s>
gelen	gele <n> <p2s> <3p>
gelen	gel <v> <part_yan>
gelen	gel <v> <part_yan> <3s>
gelen	gel <v> <part_yan> <3p>
yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n>
yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3s>
yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3p>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3s>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3p>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3s>
yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3p>
yaşlı	yaş <n> <D_lI> <adj>
yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n>
yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3s>
yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3p>
yaşlı	yaş <n> <D_lI> <n>
yaşlı	yaş <n> <D_lI> <n> <3s>
yaşlı	yaş <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yılan	yılan <n> <3s>
yılan	yılan <n> <3p>
yılan	yıl <v> <part_yan>
yılan	yıl <v> <part_yan> <3s>
yılan	yıl <v> <part_yan> <3p>
balığıydı:	balık <adj> <Djn_0> <n> <p3s> <cpl_di> <3p>
balığıydı:	balık <adj> <Djn_0> <n> <p3s> <3p> <cpl_di>
balığıydı:	balık <adj> <Djn_0> <n> <acc> <cpl_di> <3s>
balığıydı:	balık <adj> <Djn_0> <n> <acc> <cpl_di> <3p>
balığıydı:	balık <adj> <Djn_0> <n> <acc> <3p> <cpl_di>
balığıydı:	balık <n> <p3s> <cpl_di> <3s>
balığıydı:	balık <n> <p3s> <cpl_di> <3p>
balığıydı:	balık <n> <p3s> <3p> <cpl_di>
balığıydı:	balık <n> <acc> <cpl_di> <3s>
balığıydı:	balık <n> <acc> <cpl_di> <3p>
balığıydı:	balık <n> <acc> <3p> <cpl_di>
Bize	biz <prn> <pers> <dat> <3s>
Bize	biz <prn> <pers> <dat> <3p>
Çizme,	çizme <n> <3s>
Çizme,	çizme <n> <3p>
Çizme,	çiz <v> <D_mA> <n>
Çizme,	çiz <v> <D_mA> <n> <3s>
Çizme,	çiz <v> <D_mA> <n> <3p>
Çizme,	çiz <v> <neg> <t_imp> <2s>
Çizme,	çiz <v> <neg> <t_imp> <3p>
Çizme,	çiz <v> <vn_ma>
Çizme,	çiz <v> <vn_ma> <3s>
Çizme,	çiz <v> <vn_ma> <3p>
Çizme,	çiz <v> <cv_ma>
Germe	ger <v> <D_mA> <n> <3s>
Germe	ger <v> <D_mA> <n> <3p>
Germe	ger <v> <neg> <t_imp> <2s>
Germe	ger <v> <neg> <t_imp> <3p>
Germe	ger <v> <vn_ma>
Germe	ger <v> <vn_ma> <3s>
Germe	ger <v> <vn_ma> <3p>
Germe	ger <v> <cv_ma>
ve	ve <cnjadv>
Bobinlerde	bobin <n> <pl> <loc> <3s>
Bobinlerde	bobin <n> <pl> <loc> <3p>
Sevmeyi	sev <v> <D_mA> <n> <acc> <3s>
Sevmeyi	sev <v> <D_mA> <n> <acc> <3p>
Sevmeyi	sev <v> <vn_ma> <acc>
Sevmeyi	sev <v> <vn_ma> <acc> <3s>
Sevmeyi	sev <v> <vn_ma> <acc> <3p>
Sevmeyi	sev <v> <vn_mak> <acc>
Sevmeyi	sev <v> <vn_mak> <acc> <3s>
Sevmeyi	sev <v> <vn_mak> <acc> <3p>
Sevmeyi	sev <v> <vinf> <p3s>
Sevmeyi	sev <v> <vinf> <acc>
öğretti.”	<unk>
"Nasıldı?"	nasıl <adv> <Dan_0> <n> <cpl_di> <3p>
"Nasıldı?"	nasıl <adv> <Dan_0> <n> <3p> <cpl_di>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Şey,	şey <n> <3s>
"Şey,	şey <n> <3p>
sana	san <n> <dat> <3s>
sana	san <n> <dat> <3p>
sana	san <v> <t_opt> <3s>
sana	san <v> <t_opt> <3p>
sana	sen <prn> <pers> <dat>
sana	sen <prn> <pers> <dat> <3s>
sana	sen <prn> <pers> <dat> <3p>
kendim	kendi <n> <p1s> <3s>
kendim	kendi <n> <p1s> <3p>
kendim	kendi <prn> <p1s>
kendim	kendi <prn> <p1s> <3s>
kendim	kendi <prn> <p1s> <3p>
gösteremem,"	<unk>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa:	kaplumbağa <n> <3s>
Kaplumbağa:	kaplumbağa <n> <3p>
"Çok	çok <adj> <Djn_0> <n>
"Çok	çok <adj> <Djn_0> <n> <3s>
"Çok	çok <adj> <Djn_0> <n> <3p>
"Çok	çok <adv>
"Çok	çok <adv> <Dan_0> <n>
"Çok	çok <adv> <Dan_0> <n> <3s>
"Çok	çok <adv> <Dan_0> <n> <3p>
"Çok	çok <det>
sertim.	sert <adj> <Djn_0> <n> <p1s>
sertim.	sert <adj> <Djn_0> <n> <p1s> <3s>
sertim.	sert <adj> <Djn_0> <n> <p1s> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ve	ve <cnjadv>
Gryphon	<unk>
bunu	bun <n> <p3s> <3s>
bunu	bun <n> <p3s> <3p>
bunu	bun <n> <acc>
bunu	bun <n> <acc> <3s>
bunu	bun <n> <acc> <3p>
bunu	bu <prn> <dem> <p3s>
bunu	bu <prn> <dem> <p3s> <3s>
bunu	bu <prn> <dem> <p3s> <3p>
bunu	bu <prn> <dem> <acc>
bunu	bu <prn> <dem> <acc> <3s>
bunu	bu <prn> <dem> <acc> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
öğrenmedi."	öğren <v> <neg> <t_past> <3p>
"Zamanım	zaman <n> <p1s>
"Zamanım	zaman <n> <p1s> <3s>
"Zamanım	zaman <n> <p1s> <3p>
yoktu,"	yok <adj> <Djn_0> <n> <cpl_di> <3p>
yoktu,"	yok <adj> <Djn_0> <n> <3p> <cpl_di>
yoktu,"	yok <adv> <Dan_0> <n> <cpl_di> <3s>
yoktu,"	yok <adv> <Dan_0> <n> <cpl_di> <3p>
yoktu,"	yok <adv> <Dan_0> <n> <3p> <cpl_di>
yoktu,"	yok <nexist> <cpl_di> <3s>
yoktu,"	yok <nexist> <cpl_di> <3p>
yoktu,"	yok <nexist> <3p> <cpl_di>
dedi	de <v> <t_past> <3p>
Gryphon:	<unk>
"Yine	yine <adv> <Dan_0> <n>
"Yine	yine <adv> <Dan_0> <n> <3s>
"Yine	yine <adv> <Dan_0> <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
Klasikler	klasik <n> <D_lA> <v> <t_aor> <3p>
Klasikler	klasik <n> <3p>
Klasikler	klasik <n> <pl>
Klasikler	klasik <n> <pl> <3s>
Klasikler	klasik <n> <pl> <3p>
ustasına	usta <n> <p3s> <dat> <3s>
ustasına	usta <n> <p3s> <dat> <3p>
gittim.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3s>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3p>
Yaşlı	yaş <n> <D_lI> <adj>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <n> <D_lI> <n>
Yaşlı	yaş <n> <D_lI> <n> <3s>
Yaşlı	yaş <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yengeçti,	yengeç <n> <cpl_di> <3p>
yengeçti,	yengeç <n> <3p> <cpl_di>
öyleydi."	öyle <adj> <Djn_0> <n> <cpl_di> <3p>
öyleydi."	öyle <adj> <Djn_0> <n> <3p> <cpl_di>
öyleydi."	öyle <adv> <Dan_0> <n> <cpl_di> <3s>
öyleydi."	öyle <adv> <Dan_0> <n> <cpl_di> <3p>
öyleydi."	öyle <adv> <Dan_0> <n> <3p> <cpl_di>
"Ona	ona <v> <t_imp> <3p>
"Ona	on <n> <dat>
"Ona	on <n> <dat> <3s>
"Ona	on <n> <dat> <3p>
"Ona	on <v> <t_opt> <3s>
"Ona	on <v> <t_opt> <3p>
"Ona	on <num> <Dmn_0> <n> <dat>
"Ona	on <num> <Dmn_0> <n> <dat> <3s>
"Ona	on <num> <Dmn_0> <n> <dat> <3p>
"Ona	o <prn> <pers> <dat>
"Ona	o <prn> <pers> <dat> <3s>
"Ona	o <prn> <pers> <dat> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
gitmedim,"	<unk>
dedi	de <v> <t_past> <3p>
Sahte	sahte <adj> <Djn_0> <n>
Sahte	sahte <adj> <Djn_0> <n> <3s>
Sahte	sahte <adj> <Djn_0> <n> <3p>
Kaplumbağa	kaplumbağa <n> <3s>
Kaplumbağa	kaplumbağa <n> <3p>
iç	iç <adj> <Djn_0> <n>
iç	iç <adj> <Djn_0> <n> <3s>
iç	iç <adj> <Djn_0> <n> <3p>
iç	iç <n>
iç	iç <n> <3s>
iç	iç <n> <3p>
iç	iç <v> <t_imp> <2s>
iç	iç <v> <t_imp> <3p>
çekerek:	<unk>
"Gülmeyi	gül <v> <D_mA> <n> <acc> <3s>
"Gülmeyi	gül <v> <D_mA> <n> <acc> <3p>
"Gülmeyi	gül <v> <vn_ma> <acc>
"Gülmeyi	gül <v> <vn_ma> <acc> <3s>
"Gülmeyi	gül <v> <vn_ma> <acc> <3p>
"Gülmeyi	gül <v> <vn_mak> <acc>
"Gülmeyi	gül <v> <vn_mak> <acc> <3s>
"Gülmeyi	gül <v> <vn_mak> <acc> <3p>
"Gülmeyi	gül <v> <vinf> <p3s>
"Gülmeyi	gül <v> <vinf> <acc>
ve	ve <cnjadv>
Keder'i	keder <n> <p3s> <3s>
Keder'i	keder <n> <p3s> <3p>
Keder'i	keder <n> <acc>
Keder'i	keder <n> <acc> <3s>
Keder'i	keder <n> <acc> <3p>
öğretti,	öğret <v> <t_past> <3p>
derlerdi."	derle <v> <t_aor> <cpl_di> <3p>
derlerdi."	derle <v> <t_aor> <3p> <cpl_di>
derlerdi."	de <v> <t_aor> <3p> <cpl_di>
"Öyle	öyle <adj> <Djn_0> <n>
"Öyle	öyle <adj> <Djn_0> <n> <3s>
"Öyle	öyle <adj> <Djn_0> <n> <3p>
"Öyle	öyle <adv>
"Öyle	öyle <adv> <Dan_0> <n>
"Öyle	öyle <adv> <Dan_0> <n> <3s>
"Öyle	öyle <adv> <Dan_0> <n> <3p>
"Öyle	öyle <ij>
yaptı,	yap <v> <t_past> <3p>
öyle	öyle <adj> <Djn_0> <n>
öyle	öyle <adj> <Djn_0> <n> <3s>
öyle	öyle <adj> <Djn_0> <n> <3p>
öyle	öyle <adv>
öyle	öyle <adv> <Dan_0> <n>
öyle	öyle <adv> <Dan_0> <n> <3s>
öyle	öyle <adv> <Dan_0> <n> <3p>
öyle	öyle <ij>
yaptı,"	yap <v> <t_past> <3p>
dedi	de <v> <t_past> <3p>
Gryphon,	<unk>
iç	iç <adj> <Djn_0> <n>
iç	iç <adj> <Djn_0> <n> <3s>
iç	iç <adj> <Djn_0> <n> <3p>
iç	iç <n>
iç	iç <n> <3s>
iç	iç <n> <3p>
iç	iç <v> <t_imp> <2s>
iç	iç <v> <t_imp> <3p>
çekerek;	<unk>
ve	ve <cnjadv>
her	<unk>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
yaratık	yaratık <n> <3s>
yaratık	yaratık <n> <3p>
da	<unk>
yüzlerini	yüz <n> <pl> <p2s> <acc> <3s>
yüzlerini	yüz <n> <pl> <p2s> <acc> <3p>
yüzlerini	yüz <n> <pl> <p3s> <acc>
yüzlerini	yüz <n> <pl> <p3s> <acc> <3s>
yüzlerini	yüz <n> <pl> <p3s> <acc> <3p>
yüzlerini	yüz <n> <p3p> <acc>
yüzlerini	yüz <n> <p3p> <acc> <3s>
yüzlerini	yüz <n> <p3p> <acc> <3p>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p2s> <acc>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p2s> <acc> <3s>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p2s> <acc> <3p>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p3s> <acc>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p3s> <acc> <3s>
yüzlerini	yüz <num> <Dmn_0> <n> <pl> <p3s> <acc> <3p>
yüzlerini	yüz <num> <Dmn_0> <n> <p3p> <acc>
yüzlerini	yüz <num> <Dmn_0> <n> <p3p> <acc> <3s>
yüzlerini	yüz <num> <Dmn_0> <n> <p3p> <acc> <3p>
patilerine	pati <n> <pl> <p2s> <dat> <3s>
patilerine	pati <n> <pl> <p2s> <dat> <3p>
patilerine	pati <n> <pl> <p3s> <dat>
patilerine	pati <n> <pl> <p3s> <dat> <3s>
patilerine	pati <n> <pl> <p3s> <dat> <3p>
patilerine	pati <n> <p3p> <dat>
patilerine	pati <n> <p3p> <dat> <3s>
patilerine	pati <n> <p3p> <dat> <3p>
sakladı.	sakla <v> <t_past> <3p>
sakladı.	sak <n> <D_lA> <v> <t_past> <3s>
sakladı.	sak <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Peki	peki <cnjadv>
"Peki	pek <adj> <Djn_0> <n> <p3s>
"Peki	pek <adj> <Djn_0> <n> <p3s> <3s>
"Peki	pek <adj> <Djn_0> <n> <p3s> <3p>
"Peki	pek <adj> <Djn_0> <n> <acc>
"Peki	pek <adj> <Djn_0> <n> <acc> <3s>
"Peki	pek <adj> <Djn_0> <n> <acc> <3p>
"Peki	pek <adv> <Dan_0> <n> <p3s>
"Peki	pek <adv> <Dan_0> <n> <p3s> <3s>
"Peki	pek <adv> <Dan_0> <n> <p3s> <3p>
"Peki	pek <adv> <Dan_0> <n> <acc>
"Peki	pek <adv> <Dan_0> <n> <acc> <3s>
"Peki	pek <adv> <Dan_0> <n> <acc> <3p>
günde	gün <n> <loc> <3s>
günde	gün <n> <loc> <3p>
kaç	kaç <adj> <Djn_0> <n>
kaç	kaç <adj> <Djn_0> <n> <3s>
kaç	kaç <adj> <Djn_0> <n> <3p>
kaç	kaç <v> <t_imp> <2s>
kaç	kaç <v> <t_imp> <3p>
saat	saat <n> <3s>
saat	saat <n> <3p>
ders	ders <n> <3s>
ders	ders <n> <3p>
yapıyorsun?"	<unk>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
konuyu	konu <n> <acc> <3s>
konuyu	konu <n> <acc> <3p>
değiştirmek	değiş <v> <caus> <vn_mak> <3s>
değiştirmek	değiş <v> <caus> <vn_mak> <3p>
değiştirmek	değiş <v> <caus> <vinf>
değiştirmek	değiş <v> <caus> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
