<S> <S>+BSTag
"Gündüz	gündüz <n> <3s>
"Gündüz	gündüz <n> <3p>
katıldığı	kat <v> <pass> <part_dik> <p3s> <3s>
katıldığı	kat <v> <pass> <part_dik> <p3s> <3p>
katıldığı	kat <v> <pass> <part_dik> <acc>
katıldığı	kat <v> <pass> <part_dik> <acc> <3s>
katıldığı	kat <v> <pass> <part_dik> <acc> <3p>
katıldığı	kat <v> <pass> <cv_dik> <p3s>
yer):	yer <n> <3s>
yer):	yer <n> <3p>
yer):	yer <v> <t_imp> <2s>
yer):	yer <v> <t_imp> <3p>
yer):	ye <v> <t_aor> <3s>
yer):	ye <v> <t_aor> <3p>
"Vay	vay <n> <3s>
"Vay	vay <n> <3p>
"Vay	vay <ij>
canına!	can <n> <p2s> <dat> <3s>
canına!	can <n> <p2s> <dat> <3p>
canına!	can <n> <p3s> <dat>
canına!	can <n> <p3s> <dat> <3s>
canına!	can <n> <p3s> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Vay	vay <n> <3s>
Vay	vay <n> <3p>
Vay	vay <ij>
canına!"	can <n> <p2s> <dat> <3s>
canına!"	can <n> <p2s> <dat> <3p>
canına!"	can <n> <p3s> <dat>
canına!"	can <n> <p3s> <dat> <3s>
canına!"	can <n> <p3s> <dat> <3p>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
şarkının	şarkı <n> <p2s> <gen> <3s>
şarkının	şarkı <n> <p2s> <gen> <3p>
şarkının	şarkı <n> <gen>
şarkının	şarkı <n> <gen> <3s>
şarkının	şarkı <n> <gen> <3p>
şarkının	şark <n> <p2s> <gen>
şarkının	şark <n> <p2s> <gen> <3s>
şarkının	şark <n> <p2s> <gen> <3p>
şarkının	şark <n> <p3s> <gen>
şarkının	şark <n> <p3s> <gen> <3s>
şarkının	şark <n> <p3s> <gen> <3p>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3s>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3p>
ayetini	ayet <n> <p2s> <acc> <3s>
ayetini	ayet <n> <p2s> <acc> <3p>
ayetini	ayet <n> <p3s> <acc>
ayetini	ayet <n> <p3s> <acc> <3s>
ayetini	ayet <n> <p3s> <acc> <3p>
söylerken,	söyle <v> <t_aor> <3p> <cpl_ken>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
şiddetle	şiddet <n> <D_lA> <v> <t_imp> <3p>
şiddetle	şiddet <n> <ins>
şiddetle	şiddet <n> <ins> <3s>
şiddetle	şiddet <n> <ins> <3p>
yukarı	yukarı <adv> <Dan_0> <n>
yukarı	yukarı <adv> <Dan_0> <n> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <p3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <acc>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3p>
yukarı	yukarı <postp>
aşağı	aşağı <adv> <Dan_0> <n>
aşağı	aşağı <adv> <Dan_0> <n> <3s>
aşağı	aşağı <adv> <Dan_0> <n> <3p>
aşağı	aşağı <n>
aşağı	aşağı <n> <3s>
aşağı	aşağı <n> <3p>
aşağı	aşağı <postp>
atmaya	at <v> <D_mA> <n> <dat> <3s>
atmaya	at <v> <D_mA> <n> <dat> <3p>
atmaya	at <v> <neg> <t_opt> <3s>
atmaya	at <v> <neg> <t_opt> <3p>
atmaya	at <v> <vn_ma> <dat>
atmaya	at <v> <vn_ma> <dat> <3s>
atmaya	at <v> <vn_ma> <dat> <3p>
atmaya	at <v> <vn_mak> <dat>
atmaya	at <v> <vn_mak> <dat> <3s>
atmaya	at <v> <vn_mak> <dat> <3p>
atmaya	at <v> <vinf> <dat>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
ve	ve <cnjadv>
zavallı	zavallı <n> <3s>
zavallı	zavallı <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
şey	şey <n> <3s>
şey	şey <n> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
uludu	ulu <v> <t_past> <3p>
ki,	ki <cnjadv>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
kelimeleri	kelime <n> <pl> <p3s> <3s>
kelimeleri	kelime <n> <pl> <p3s> <3p>
kelimeleri	kelime <n> <pl> <acc>
kelimeleri	kelime <n> <pl> <acc> <3s>
kelimeleri	kelime <n> <pl> <acc> <3p>
kelimeleri	kelime <n> <p3p>
kelimeleri	kelime <n> <p3p> <3s>
kelimeleri	kelime <n> <p3p> <3p>
zar	zar <n> <3s>
zar	zar <n> <3p>
zor	zor <adj> <Djn_0> <n>
zor	zor <adj> <Djn_0> <n> <3s>
zor	zor <adj> <Djn_0> <n> <3p>
zor	zor <adv>
zor	zor <adv> <Dan_0> <n>
zor	zor <adv> <Dan_0> <n> <3s>
zor	zor <adv> <Dan_0> <n> <3p>
duyabiliyordu:	duy <v> <abil> <t_cont> <cpl_di> <3p>
duyabiliyordu:	duy <v> <abil> <t_cont> <3p> <cpl_di>
"Oğlumla	oğul <n> <p1s> <ins> <3s>
"Oğlumla	oğul <n> <p1s> <ins> <3p>
sert	sert <adj> <Djn_0> <n>
sert	sert <adj> <Djn_0> <n> <3s>
sert	sert <adj> <Djn_0> <n> <3p>
konuşuyorum,	<unk>
Hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3s>
Hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3p>
Hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc>
Hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3s>
Hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3p>
Hapşırdığında	hapşır <v> <part_dik> <p2s> <loc>
Hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3s>
Hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3p>
Hapşırdığında	hapşır <v> <part_dik> <p3s> <loc>
Hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3s>
Hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3p>
Hapşırdığında	hapşır <v> <cv_dik> <p3s> <loc>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
dövüyorum;	<unk>
Çünkü	çünkü <cnjadv>
istediği	iste <v> <vn_dik> <p3s> <3s>
istediği	iste <v> <vn_dik> <p3s> <3p>
istediği	iste <v> <vn_dik> <acc>
istediği	iste <v> <vn_dik> <acc> <3s>
istediği	iste <v> <vn_dik> <acc> <3p>
istediği	iste <v> <part_dik> <p3s>
istediği	iste <v> <part_dik> <p3s> <3s>
istediği	iste <v> <part_dik> <p3s> <3p>
istediği	iste <v> <part_dik> <acc>
istediği	iste <v> <part_dik> <acc> <3s>
istediği	iste <v> <part_dik> <acc> <3p>
istediği	iste <v> <cv_dik> <p3s>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
biberin	biber <n> <p2s> <3s>
biberin	biber <n> <p2s> <3p>
biberin	biber <n> <gen>
biberin	biber <n> <gen> <3s>
biberin	biber <n> <gen> <3p>
tadını	tat <n> <p2s> <acc> <3s>
tadını	tat <n> <p2s> <acc> <3p>
tadını	tat <n> <p3s> <acc>
tadını	tat <n> <p3s> <acc> <3s>
tadını	tat <n> <p3s> <acc> <3p>
çıkarabilir!"	çıkar <v> <abil> <t_aor> <3p>
KORO.	koro <n> <3s>
KORO.	koro <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Vay	<unk>
canına!	can <n> <p2s> <dat> <3s>
canına!	can <n> <p2s> <dat> <3p>
canına!	can <n> <p3s> <dat>
canına!	can <n> <p3s> <dat> <3s>
canına!	can <n> <p3s> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Vay	vay <n> <3s>
Vay	vay <n> <3p>
Vay	vay <ij>
canına!	can <n> <p2s> <dat> <3s>
canına!	can <n> <p2s> <dat> <3p>
canına!	can <n> <p3s> <dat>
canına!	can <n> <p3s> <dat> <3s>
canına!	can <n> <p3s> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Vay	vay <n> <3s>
Vay	vay <n> <3p>
Vay	vay <ij>
canına!”	<unk>
"İşte!	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
İstersen	<unk>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
emzirebilirsin!"	<unk>
dedi	de <v> <t_past> <3p>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
Alice'e,	<unk>
konuşurken	konuş <v> <t_aor> <3p> <cpl_ken>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
fırlatarak.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Gidip	<unk>
Kraliçe	kraliçe <n> <3s>
Kraliçe	kraliçe <n> <3p>
ile	ile <cnjcoo>
ile	il <n> <dat>
ile	il <n> <dat> <3s>
ile	il <n> <dat> <3p>
kroket	<unk>
oynamaya	oyna <v> <D_mA> <n> <dat> <3s>
oynamaya	oyna <v> <D_mA> <n> <dat> <3p>
oynamaya	oyna <v> <neg> <t_opt> <3s>
oynamaya	oyna <v> <neg> <t_opt> <3p>
oynamaya	oyna <v> <vn_ma> <dat>
oynamaya	oyna <v> <vn_ma> <dat> <3s>
oynamaya	oyna <v> <vn_ma> <dat> <3p>
oynamaya	oyna <v> <vn_mak> <dat>
oynamaya	oyna <v> <vn_mak> <dat> <3s>
oynamaya	oyna <v> <vn_mak> <dat> <3p>
oynamaya	oyna <v> <vinf> <dat>
hazırlanmalıyım,"	hazır <adj> <D_lAn> <v> <t_obl> <1s>
hazırlanmalıyım,"	hazır <adj> <Djn_0> <n> <D_lAn> <v> <t_obl> <1s>
hazırlanmalıyım,"	hazır <n> <D_lAn> <v> <t_obl> <1s>
dedi	de <v> <t_past> <3p>
ve	ve <cnjadv>
odadan	oda <n> <abl> <3s>
odadan	oda <n> <abl> <3p>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle	acele <adv> <Dan_0> <n> <ins>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3p>
çıktı.	çıktı <n> <3s>
çıktı.	çıktı <n> <3p>
çıktı.	çık <v> <t_past> <3s>
çıktı.	çık <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Aşçı	aşçı <n> <3s>
Aşçı	aşçı <n> <3p>
Aşçı	aş <n> <D_CI> <adj>
Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n>
Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3s>
Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3p>
Aşçı	aş <n> <D_CI> <n>
Aşçı	aş <n> <D_CI> <n> <3s>
Aşçı	aş <n> <D_CI> <n> <3p>
Aşçı	aş <v> <D_CI> <n>
Aşçı	aş <v> <D_CI> <n> <3s>
Aşçı	aş <v> <D_CI> <n> <3p>
dışarı	dışarı <n> <3s>
dışarı	dışarı <n> <3p>
dışarı	dışarı <n> <p3s>
dışarı	dışarı <n> <p3s> <3s>
dışarı	dışarı <n> <p3s> <3p>
dışarı	dışarı <n> <acc>
dışarı	dışarı <n> <acc> <3s>
dışarı	dışarı <n> <acc> <3p>
çıkarken	çıkar <n> <3p> <cpl_ken>
çıkarken	çık <v> <t_aor> <3s> <cpl_ken>
çıkarken	çık <v> <t_aor> <3p> <cpl_ken>
arkasından	arka <adj> <Djn_0> <n> <p3s> <abl> <3s>
arkasından	arka <adj> <Djn_0> <n> <p3s> <abl> <3p>
arkasından	arka <n> <p3s> <abl>
arkasından	arka <n> <p3s> <abl> <3s>
arkasından	arka <n> <p3s> <abl> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tava	tava <n> <3s>
tava	tava <n> <3p>
tava	tav <n> <dat>
tava	tav <n> <dat> <3s>
tava	tav <n> <dat> <3p>
fırlattı,	fırla <v> <caus> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
kaçırdı.	kaçır <v> <t_past> <3p>
kaçırdı.	kaç <v> <caus> <t_past> <3s>
kaçırdı.	kaç <v> <caus> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
zorlukla	zor <adj> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adj> <D_lIK> <n> <ins>
zorlukla	zor <adj> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adj> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adj> <Djn_0> <n> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adv> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adv> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adv> <D_lIK> <n> <ins>
zorlukla	zor <adv> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adv> <D_lIK> <n> <ins> <3p>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <2s>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <D_lA> <v> <t_imp> <3p>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins> <3s>
zorlukla	zor <adv> <Dan_0> <n> <D_lIK> <n> <ins> <3p>
yakaladı,	yakala <v> <t_past> <3p>
yakaladı,	yaka <n> <D_lA> <v> <t_past> <3s>
yakaladı,	yaka <n> <D_lA> <v> <t_past> <3p>
çünkü	çünkü <cnjadv>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n> <3s>
şekilli	şekil <n> <D_lI> <adj> <Djn_0> <n> <3p>
şekilli	şekil <n> <D_lI> <n>
şekilli	şekil <n> <D_lI> <n> <3s>
şekilli	şekil <n> <D_lI> <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yaratıktı	yaratık <n> <cpl_di> <3p>
yaratıktı	yaratık <n> <3p> <cpl_di>
ve	ve <cnjadv>
kollarını	kol <n> <pl> <p2s> <acc> <3s>
kollarını	kol <n> <pl> <p2s> <acc> <3p>
kollarını	kol <n> <pl> <p3s> <acc>
kollarını	kol <n> <pl> <p3s> <acc> <3s>
kollarını	kol <n> <pl> <p3s> <acc> <3p>
kollarını	kol <n> <p3p> <acc>
kollarını	kol <n> <p3p> <acc> <3s>
kollarını	kol <n> <p3p> <acc> <3p>
ve	ve <cnjadv>
bacaklarını	bacak <n> <pl> <p2s> <acc> <3s>
bacaklarını	bacak <n> <pl> <p2s> <acc> <3p>
bacaklarını	bacak <n> <pl> <p3s> <acc>
bacaklarını	bacak <n> <pl> <p3s> <acc> <3s>
bacaklarını	bacak <n> <pl> <p3s> <acc> <3p>
bacaklarını	bacak <n> <p3p> <acc>
bacaklarını	bacak <n> <p3p> <acc> <3s>
bacaklarını	bacak <n> <p3p> <acc> <3p>
her	<unk>
yöne	yön <n> <dat> <3s>
yöne	yön <n> <dat> <3p>
uzattı,	uzat <v> <t_past> <3p>
uzattı,	uza <v> <caus> <t_past> <3s>
uzattı,	uza <v> <caus> <t_past> <3p>
"tıpkı	tıpkı <adj> <Djn_0> <n>
"tıpkı	tıpkı <adj> <Djn_0> <n> <3s>
"tıpkı	tıpkı <adj> <Djn_0> <n> <3p>
"tıpkı	tıpkı <n>
"tıpkı	tıpkı <n> <3s>
"tıpkı	tıpkı <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
deniz	deniz <n> <3s>
deniz	deniz <n> <3p>
yıldızı	yıldız <n> <p3s> <3s>
yıldızı	yıldız <n> <p3s> <3p>
yıldızı	yıldız <n> <acc>
yıldızı	yıldız <n> <acc> <3s>
yıldızı	yıldız <n> <acc> <3p>
gibi,"	gibi <cnjsub>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Zavallı	zavallı <n> <3s>
Zavallı	zavallı <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
şey	şey <n> <3s>
şey	şey <n> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
yakaladığında	yakala <v> <vn_dik> <p2s> <loc> <3s>
yakaladığında	yakala <v> <vn_dik> <p2s> <loc> <3p>
yakaladığında	yakala <v> <vn_dik> <p3s> <loc>
yakaladığında	yakala <v> <vn_dik> <p3s> <loc> <3s>
yakaladığında	yakala <v> <vn_dik> <p3s> <loc> <3p>
yakaladığında	yakala <v> <part_dik> <p2s> <loc>
yakaladığında	yakala <v> <part_dik> <p2s> <loc> <3s>
yakaladığında	yakala <v> <part_dik> <p2s> <loc> <3p>
yakaladığında	yakala <v> <part_dik> <p3s> <loc>
yakaladığında	yakala <v> <part_dik> <p3s> <loc> <3s>
yakaladığında	yakala <v> <part_dik> <p3s> <loc> <3p>
yakaladığında	yakala <v> <cv_dik> <p3s> <loc>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p2s> <loc>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p2s> <loc> <3s>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p2s> <loc> <3p>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p3s> <loc>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p3s> <loc> <3s>
yakaladığında	yaka <n> <D_lA> <v> <vn_dik> <p3s> <loc> <3p>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p2s> <loc>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p2s> <loc> <3s>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p2s> <loc> <3p>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p3s> <loc>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p3s> <loc> <3s>
yakaladığında	yaka <n> <D_lA> <v> <part_dik> <p3s> <loc> <3p>
yakaladığında	yaka <n> <D_lA> <v> <cv_dik> <p3s> <loc>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
buhar	buhar <n> <3s>
buhar	buhar <n> <3p>
makinesi	makine <n> <p3s> <3s>
makinesi	makine <n> <p3s> <3p>
gibi	gibi <cnjsub>
homurdanıyordu	homurdan <v> <t_cont> <cpl_di> <3p>
homurdanıyordu	homurdan <v> <t_cont> <3p> <cpl_di>
ve	ve <cnjadv>
kendini	kendi <n> <p2s> <acc> <3s>
kendini	kendi <n> <p2s> <acc> <3p>
kendini	kendi <prn> <p2s> <acc>
kendini	kendi <prn> <p2s> <acc> <3s>
kendini	kendi <prn> <p2s> <acc> <3p>
ikiye	iki <num> <Dmn_0> <n> <dat> <3s>
ikiye	iki <num> <Dmn_0> <n> <dat> <3p>
katlayıp	kat <n> <D_lA> <v> <cv_ip>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <neg> <t_opt> <3p>
düzleştirmeye	düz <adj> <D_lAs> <v> <caus> <vn_ma> <dat>
